Code,Legal Name,Business Name,Status,ABN,ACN,RTO Type,Web Address,Registration Manager,Legal Authority,Initial Registration Date,Start Date,End Date,Address,Chief Executive Contact Name,Chief Executive Emails,Chief Executive Title,Chief Executive Phone,Public Enquiries Contact Name,Public Enquiries Contact Title,Public Enquiries Email,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Title,Registration Enquiries Email,Registration Enquiries Phone,Qualifications,Courses
40926,INSCOPE TRAINING PTY LTD,Inscope Training Pty Ltd,Current,57138552520.0,138552520.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.inscope.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,14/05/2014,14/05/2019,13/05/2026,"19-21 Neumann Rd, CAPALABA, QLD, 4157",Mr. Christopher John Marsh,admin@inscope.edu.au,1300579808,1300579808,Mr. Christopher John Marsh,CEO,admin@inscope.edu.au,1300579808,Mr. Christopher John Marsh,CEO,admin@inscope.edu.au,1300579808,,
40927,GO2 SKILLS & TRAINING PTY LTD,Midwest Training,Current,29156136748.0,156136748.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://mwt.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,14/05/2014,14/05/2019,13/05/2026,"16 Galleon Dr, NARNGULU, WA, 6532",Mr Murray Gratte,murray@mwst.com.au,0427807208,0427807208,Ms Rikki-Sue Hopkins,Training Manager,training@mwst.com.au,0899621507,Mr Murray Gratte,Manager,murray@mwst.com.au,0427807208,,
40928,MIHAVEN PTY. LTD.,MiHaven Training,Current,72149776401.0,149776401.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.mihaventraining.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,14/05/2014,14/05/2019,13/05/2026,"5 Palm Ave, PARRAMATTA PARK, QLD, 4870",Mr James Mort,james@mihaven.com.au,0418376119,0740410407,Ms. Kris Hunt,Training Operations Manager,kris@mihaven.edu.au,0740410407,Ms. Kris Hunt,Training Operations Manager,kris@mihaven.edu.au,0740410407,,
40931,QUEENSLAND TRANSPORT & LOGISTICS TRAINING PTY LTD,,Current,72164781640.0,164781640.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.qtlt.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/05/2014,15/05/2019,13/05/2026,"8 Spoto St, WOREE, QLD, 4868",Mrs KATHERINE MCLEOD,ross_kat@bigpond.com,0437789974,0409471817,Mr Ross James MCLEOD,COO,info@qtlt.com.au,0742421135,Mr. Ross James McLeod,COO,ross@qtlt.com.au,0438587884,,
40932,HORIZON2 PTY LTD,,Current,27167310625.0,167310625.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://h2.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/05/2014,15/05/2019,14/05/2026,"320 Oxley Ave, MARGATE, QLD, 4019",Mrs Angela Bradford,ceo@biae.com.au,0404859006,0404859006,Mr. David Bradford,RTO Manager,david@horizon2.com.au,+61414392568,Mr. David Bradford,RTO Manager,david@horizon2.com.au,+61414392568,,
40933,College for Australian Early Childhood Educators Pty Ltd,College for Australian Early Childhood Educators Pty Ltd,Current,80163523788.0,163523788.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.caece.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/05/2014,16/05/2019,14/05/2026,"6 Paxton St, SPRINGWOOD, QLD, 4127",Miss Majella Fitzsimmons,mfitzsimmons74@bigpond.com,410526136,4105261336,Ms. Jennifer Fimeri,Office Manager,info@caece.com.au,0419658800,Mrs Cristiane Romao Frobisher,Training Operations Manager,manager@caece.com.au,732995784,,
40936,VICTORIAN ARABIC SOCIAL SERVICES INC,VASS College of Vocational Education,Current,19633403991.0,,Community Based Adult Education Provider,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,14/05/2014,14/05/2019,12/05/2026,"C1, 1-13 The Gateway, Broadmeadows, VIC, 3047",Ms Leila Alloush,mail@vass.org.au,0412617277,0393592861,Ms Leila Alloush,CEO,mail@vass.org.au,0393592861,Ms Leila Alloush,CEO,mail@vass.org.au,0393592861,,
40939,Central Queensland University,Central Queensland University;CQUniversity Australia,Current,39181103288.0,,University - Government,http://www.cqu.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/05/2014,31/12/2024,29/12/2031,"554-700 Yaamba Rd, NORMAN GARDENS, QLD, 4701",Prof Nicholas Klomp,VC-CQUniversity@cqu.edu.au,0749309752,0749309752,,,SAT@cqu.edu.au,132786,Mrs Halina Denning,VET Compliance Registration Officer,h.denning@cqu.edu.au,0749202362,,
40942,SIMILI TRAINING AUST PTY LTD,,Current,49163142005.0,163142005.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.similitraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/05/2014,30/05/2019,29/05/2026,"Shop 27 Ground Floor 3131 Surfers Paradise Bvd, SURFERS PARADISE, QLD, 4217",Mr. Kevin Simili,info@similitraining.com.au,0457664994,0416740514,Mr. Kevin Simili,Chief Executive Officer,info@similitraining.com.au,0416740514,Mr. Kevin Simili,Chief Executive Officer,info@similitraining.com.au,0416740514,,
40943,WASIRA HAJI AHMED,AMZ Training Organisation,Current,84977969519.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.amz.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/05/2014,28/05/2019,27/05/2026,"117A Wheatsheaf Rd, GLENROY, VIC, 3046",Mrs Wasira Ahmed,ceo@amz.edu.au,0423632663,(03)90774460,Ms. Awo Yusuf,Operation Manager,info@amz.edu.au,0423632663,Ms. Awo Yusuf,Operation Manager,awo_yusuf@hotmail.com,0423632663,,
40948,A & J Hall Pty Ltd,Outer Eastern Training Institute,Current,90056429246.0,56429246.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/06/2014,06/06/2019,04/06/2026,"Lot 3  Beenak  Rd, Gembrook, VIC, 3783",Mr Anthony Hall,anthonyh@hallsoutdoored.com.au,0417373462,0359681739,Mr Anthony Hall,Managing Director,anthonyh@hallsoutdoored.com.au,0359681739,Mr Anthony Hall,Managing Director,anthonyh@hallsoutdoored.com.au,0359681739,,
40950,RHODES GROUP AUSTRALIA PTY. LTD.,Rhodes Business School,Current,96153653573.0,153653573.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/06/2014,17/06/2019,16/06/2026,"Level 4 102 Adelaide St, BRISBANE CITY, QLD, 4000",Mr Ting (Troy) Yue,troy.yue@rhodesgroup.com.au,0433996609,0433996609,Mr. Jason Yang,Director,jason.yang@rhodesgroup.com.au,0420835520,Mr. Jason Yang,Director,jason.yang@rhodesgroup.com.au,0420835520,,
40952,ENTREPRENEUR EDUCATION PTY LTD,,Current,16165904496.0,165904496.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.entrepreneur.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/06/2014,18/06/2019,17/06/2026,"L1-4 Chevron Renaissance
3240 Surfers Paradise Bou, Surfers Paradise, QLD, 4217",Mrs Alison Hutchings,ceo@entrepreneur.edu.au,0419615635,0755386569,,,admin@entrepreneur.edu.au,0755386569,Mrs Alison Hutchings,Chief Executive Officer,ceo@entrepreneur.edu.au,0755386569,,
40953,TRAINING AUSTRALIA FIRST PTY LTD,Training Australia First,Current,23168053825.0,168053825.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.taf.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/06/2014,18/06/2019,17/06/2026,"Unit 13 2 Enterprise Dr, BUNDOORA, VIC, 3083",Mrs Ritika Thadani,ritika.thadani@gmail.com,0401277915,0393579119,Mrs Ritika Thadani,CEO,ritika.thadani@gmail.com,0393579119,Mrs Ritika Thadani,CEO,ritika.thadani@gmail.com,0393579119,,
40954,ACTA COLLEGE PTY LTD,Australian College Of Training & Assessment;Australian Construction and Trades Academy,Current,57159144340.0,159144340.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.actacollege.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/06/2014,22/06/2024,21/06/2031,"Unit 15 3 Lancaster St, INGLEBURN, NSW, 2565",Mr Muhammad Akram,admin@actacollege.edu.au,0400505059,1300730830,Mr Muhammad Akram,Chief Executive Officer,admin@actacollege.edu.au,1300730830,Mr Muhammad Akram,Chief Executive Officer,admin@actacollege.edu.au,1300730830,,
40957,National Institute Pty Ltd,,Current,43163076891.0,163076891.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/06/2014,23/06/2022,22/06/2029,"302 Jones Rd, BELLBIRD PARK, QLD, 4300",Ms Margaret Browne,margaret.browne6@bigpond.com,0427361247,427361274,Ms Margaret Browne,CEO,margaret.browne6@bigpond.com,427361274,Ms Margaret Browne,CEO,margaret.browne6@bigpond.com,427361274,,
40958,BAKER EBERT PTY LTD,,Current,30159234198.0,159234198.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/06/2014,25/06/2019,24/06/2026,"Hallmarc Business Park, D14 2A Westall Road, SPRINGVALE, VIC, 3171",Mr. Rick Gebbing,admin@bakerebert.edu.au,407357108,407357108,Mrs. Irene Casey,Compliance Manager,irini@bakerebert.edu.au,0427978810,Mrs. Irene Casey,Compliance Manager,irini@rtoconsultantsgroup.com,1300842368,,
40960,Bricklaying Education Australia Pty Ltd,Bricklaying Education Australia,Current,87624840642.0,624840642.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/06/2014,25/06/2019,24/06/2026,"Unit 1 14 Bent St, ST MARYS, NSW, 2760",Mr Dean Michael KENNY,metwest67@gmail.com,0412468397,0412468397,Mr Dean Michael KENNY,Owner,deankenny67@gmail.com,0412468397,Mr Dean Michael KENNY,Owner,deankenny67@gmail.com,0412468397,,
40961,KNOWLEDGEACCESS PTY LTD,,Current,23272209397.0,103565322.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.knowledgeaccess.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/06/2014,25/06/2019,24/06/2026,"27 Mott St., Gaythorne, QLD, 4051",Mr Campbell Andrew Elton,campbell@knowledgeaccess.com.au,0418881435,0418881435,Mr Campbell Andrew Elton,Chief executive,admin@knowledgeaccess.com.au,0418881435,Mr Campbell Andrew Elton,Chief executive,admin@knowledgeaccess.com.au,0418881435,,
40963,STAYSAFE INDUSTRY TRAINING PTY LTD,apprenticeship work place training;Staysafe Industry Training;Ulearn,Current,64165768696.0,165768696.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.staysafeindustrytraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/06/2014,25/06/2019,24/06/2026,"Unit 76 66 The Avenue, PEREGIAN SPRINGS, QLD, 4573",Ms Louise Vause,louise@staysafeindustrytraining.com.au,0420994707,0432296834,Mr. George Vause,BDM,george@staysafeindustrytraining.com.au,0432296834,Ms Louise Vause,CEO,louise@staysafeindustrytraining.com.au,0432296834,,
40966,RMAM PTY LTD,Global 4WD Training and Tours,Current,58107683483.0,107683483.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.global4wd.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/06/2014,27/06/2019,26/06/2026,"1 Oceanview Pde, RAINBOW BEACH, QLD, 4581",Mr Andrew Robert Morse,andrew@global4wd.com.au,0407880372,0407880372,Mr. Andrew Morse,Director,andrew@global4wd.com.au,0407880372,Mr. Andrew Morse,Director,andrew@global4wd.com.au,0407880372,,
40971,THE REDCLIFFE AERO CLUB,The Redcliffe Aero Club,Current,74009819792.0,9819792.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.redcliffeaeroclub.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/07/2014,03/07/2019,02/07/2026,"1 Wirraway Drive, Kippa Ring, QLD, 4021",Mrs Rhonda Margaret Richings,ceo@redcliffeaeroclub.com.au,0407226354,0732031777,Ms Bernadette Killick,RTO Co-ordinator,bernadette@redcliffeaeroclub.com.au,0732031777,Ms Bernadette Killick,RTO Coordinator,bernadette@redcliffeaeroclub.com.au,0732031777,,
40973,HI-REACH TRAINING AUSTRALIA PTY LTD,,Current,98168207289.0,168207289.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.hireachtraining.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/07/2014,03/07/2019,02/07/2026,"18 Goodman Pl, MURARRIE, QLD, 4172",Mr Colin Fox,cfox@hireach.com.au,0411644477,0738901944,Mrs. Naomi Sherrington,RTO Manager,naomi@hireach.com.au,0437735754,Mrs. Naomi Sherrington,RTO Manager,training@hireach.com.au,0437735754,,
40980,AUSTRALIAN INSTITUTE OF HEALTHCARE EDUCATION PTY LTD,Australian Institute of Healthcare Education,Current,40146336165.0,146336165.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.aihe.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/07/2014,11/07/2019,10/07/2026,"33 Chandos St, ST LEONARDS, NSW, 2065",Glenn McNally,grmcnally@gmail.com,0421618043,0421618043,Mr. Luke Fay,CEO,lukef@aihe.edu.au,1300656036,Mr. Luke Fay,CEO,lukef@aihe.edu.au,1300656036,,
40986,Glenn Groves,Mac Training Solutions,Current,56448815158.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.mactrainingsolutions.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/07/2014,18/07/2019,17/07/2026,"7 Coleman Street, Dysart, QLD, 4745",Mr Glenn Groves,info@mactrainingsolutions.com.au,0467233292,0467233292,Ms Jen Tomkins,Training Administrator,info@mactrainingsolutions.com.au,0407070670,Ms Jen Tomkins,Training Administrator,info@mactrainingsolutions.com.au,0407070670,,
40989,CLIMB HIGH TREE SERVICES PTY LTD,Climb High Training,Current,61137695633.0,137695633.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.climbhightreeservices.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/07/2014,23/07/2019,22/07/2026,"42 Slessor Crescent, Mckellar, ACT, 2617",Mr Gye Benjamin Draney,climbhightraining@gmail.com,0402089736,0262596040,Mr. Gye Draney,Director and Lead Trainer,climbhightraining@gmail.com,0402089736,Mr. Gye Draney,Director and Lead Trainer,climbhightreeservices@gmail.com,0402089736,,
40990,RICH RIVER FIRST AID PTY LTD,RICHRIVER FIRSTAID PTY LTD,Current,56086862446.0,86862446.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://richriverfirstaid.com.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/07/2014,25/07/2019,24/07/2026,"33 Kinsey St, Moama, NSW, 2731",Mr Adrian Richardson,info@richriverfirstaid.com.au,0409334263,0354807278,Mr Adrian Richardson,Managing Director,info@richriverfirstaid.com.au,0354807278,Mr Adrian Richardson,Managing Director,info@richriverfirstaid.com.au,0354807278,,
40992,RTO SAFETY TRAINING PTY LIMITED,RTO Sydney Safety,Current,89164524994.0,164524994.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.sydneysafety.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/07/2014,29/07/2019,28/07/2026,"211 Woodville Rd, VILLAWOOD, NSW, 2163",Mr Robert Bruce Taylor,bob@sydneysafety.com.au,0434314198,0298923370,Mr Robert Bruce Taylor,CEO,bob@sydneysafety.com.au,0298923370,Mr Robert Bruce Taylor,CEO,bob@sydneysafety.com.au,0298923370,,
40995,GLOBAL TRAINING INNOVATIONS PTY. LTD.,Oceania College of Technology;Oceania Institute of Motorsport,Current,61163241316.0,163241316.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.oct.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/08/2014,22/08/2021,21/08/2028,"110 Beatty Road, Archerfield, QLD, 4108",Mr Saurav Arjun Singh,saurav.singh@oct.edu.au,0416926512,0731064200,Mr Alexander Dunn,PEO,alex.dunn@oct.edu.au,0731064200,Mr Saurav Arjun Singh,CEO,saurav.singh@oct.edu.au,0731064200,,
40996,ENTERPRISE ORGANISATION PTY LTD,Elite Training Academy,Current,31154468541.0,154468541.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,07/08/2014,07/08/2019,06/08/2026,"100 Gibson Avenue, Padstow, NSW, 2211",Mrs Jennifer El-Ghitany,admin@elitetrainingacademy.com.au,0450645358,0291539741,Miss Hannah Macklin,Administration,admin@elitetrainingacademy.com.au,0291539741,Mrs Jennifer El-Ghitany,CEO,admin@elitetrainingacademy.com.au,0291539741,,
40998,NREL PTY LTD,,Current,92169307626.0,169307626.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.nrel.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,08/08/2014,08/08/2019,07/08/2026,"520 Lutwyche Rd, Lutwyche, QLD, 4030",Mrs Ramona Jedrzejewski,ramona@nrel.edu.au,,0412846913,Mrs Ramona Jedrzejewski,Chief Executive Officer,info@nrel.edu.au,(07)30534011,Mrs Ramona Jedrzejewski,Chief Executive Officer,ramona@nrel.edu.au,0412846913,,
41002,PROFESSIONAL INVESTIGATIONS PTY. LTD.,ACIM Solutions,Current,83159727796.0,159727796.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.acimsolutions.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/08/2014,15/08/2019,14/08/2026,"21 Grovelake Close, Eleebana, NSW, 2282",Ms Philippa Susan Murphy,philippa@acimsolutions.com.au,0413457757,0413457757,Ms Philippa Murphy (Woolf),CEO,contact@acimsolutions.com.au,0413457757,Ms Philippa Murphy (Woolf),CEO,contact@acimsolutions.com.au,0413457757,,
41007,CATCH TRAINING PTY LTD,Catch Training Pty Ltd,Current,32168164841.0,168164841.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.catch.nsw.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/08/2014,25/08/2019,24/08/2026,"106 Queen St, ST MARYS, NSW, 2760",Mr Christopher David Young,chris@catch.nsw.edu.au,0403091875,0280073427,Customer Service,Customer Service Team,catch@catch.nsw.edu.au,0280073427,Mr James Foley,Operations Manager,james@catch.nsw.edu.au,0280073427,,
41008,SKILLS GENERATION PTY LTD,Skills Generation,Current,66160058033.0,160058033.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.skillsgeneration.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/08/2014,26/08/2019,25/08/2026,"Shop 17 1 Newspaper Pl, MAROOCHYDORE, QLD, 4558",Mr Bruce Bell,bruce@skillsgen.com.au,0438485487,1800838295,,,admin@skillsgen.com.au,1800838295,Mrs. Leonie Murray,Director,leonie@skillsgen.com.au,1800838295,,
41009,Care Plus Training Pty Ltd,NURSE TRAINING AUSTRALIA,Current,29166175462.0,166175462.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.nta.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/08/2014,26/08/2019,25/08/2026,"Unit 106 3 Railway Pde, BURWOOD, NSW, 2134",Rajkumar Krishnaswamy Rajagopal,raj@nta.edu.au,,0407332238,Mr Amit Kumar Gandla,Director,amit@nta.edu.au,0297156528,Mr Jaikiran Reddy Seelam,Director,jai@nta.edu.au,0297156528,,
41010,PHILIP DENMEADE,Coast Training,Current,83466804532.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://coast.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/08/2014,29/11/2022,28/11/2029,"6 Commerce Cl, CANNONVALE, QLD, 4802",Mr PHILIP DENMEADE,info@coast.edu.au,0409238080,0409238080,Mr PHILIP DENMEADE,Executive Officer,info@coast.edu.au,0409238080,Mr PHILIP DENMEADE,Executive Officer,info@coast.edu.au,0409238080,,
41012,Australasian Leadership Academy Pty Ltd,Australasian Leadership Academy,Current,31145084680.0,145084680.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.australasianleadership.com,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/09/2014,03/09/2019,02/09/2026,"Unit 2 12 Blakesley St, TEWANTIN, QLD, 4565",Ms Lynne Stephens,lynne@australasianleadership.com,+61439876901,1800997304,Ms Lynne Stephens,Director,lynne@australasianleadership.com,1800997304,Ms Lynne Stephens,Managing Director / CEO,lynne@australasianleadership.com,1800997304,,
41013,Noise Measurement Services Pty Ltd,,Current,70084643023.0,84643023.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.acoustar.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,03/09/2014,03/09/2019,02/09/2026,"18 Lade Street, Gaythorne, QLD, 4051",Dr Robert Thorne,admin@acoustar.qld.edu.au,0410621950,0733559707,Dr Robert Thorne,Chief Executive Officer,admin@acoustar.qld.edu.au,0733559707,Dr Robert Thorne,Chief Executive Officer,admin@acoustar.qld.edu.au,0733559707,,
41014,CTE Australia Pty Ltd,Compliance Training & Engineering,Current,83162440762.0,162440762.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.compliance-engineering.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/09/2014,05/09/2019,04/09/2026,"Unit 2 186 Granite St, GEEBUNG, QLD, 4034",Mr. Owen Strath,ostrath@compliance-engineering.com.au,0401568310,0401568310,Mr. Owen Strath,Chief Executive Officer,ostrath@compliance-engineering.com.au,0401568310,Mr. Owen Strath,Chief Executive Officer,ostrath@compliance-engineering.com.au,0401568310,,
41015,Australian Health and Horticulture Institute Pty Ltd,,Current,76169113900.0,169113900.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,05/09/2014,05/09/2019,03/09/2026,"Suite 31 70-74 Phillip St, PARRAMATTA, NSW, 2150",Ms NOUNOU SRITOH,admin@ahhi.edu.au,0422657983,0422657983,Ms NOUNOU SRITOH,Operations Manager,admin@ahhi.edu.au,0422657983,Ms NOUNOU SRITOH,Operations Manager,admin@ahhi.edu.au,0422657983,,
41017,LEVERAGE SERVICES PTY LIMITED,Leverage Academy,Current,45160441010.0,160441010.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.leveragegroup.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/09/2014,10/09/2019,09/09/2026,"Unit 25 3-9 Terminus St, CASTLE HILL, NSW, 2154",Mr Bailey George Compton,vivienc@leverageaustralia.com,0405121373,0296594025,Mrs Vivien Compton,Adminstrator,vivienc@leverageaustralia.com,0296594025,Mrs Vivien Compton,Adminstrator,vivienc@leverageaustralia.com,0296594025,,
41018,HPA TRAINING PTY LTD,HPA TRAINING,Current,74137828963.0,137828963.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.hpatraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/09/2014,11/09/2019,10/09/2026,"18 Rain Forest Road, Wyoming, NSW, 2250",Mr Hilton Farquhar,hilton@hpatraining.com.au,0409046178,0243261035,Ms Kerry Redrup,Office Manager - Financial Controller,admin@hpatraining.com.au,0243261035,Ms Kerry Anne Redrup,Finance Officer,kerry@hpatraining.com.au,0243261035,,
41019,New First Pty Ltd,NEW FIRST TRAINING,Current,92164450855.0,164450855.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://newfirsttraining.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/09/2014,12/09/2019,11/09/2026,"Suite 3 Level 1 19 Restwell St, BANKSTOWN, NSW, 2200",Mrs Jialei Ding,newfirstrto@hotmail.com,0403173284,0278073399,Mrs Jialei Ding,Chief Executive Officer,newfirstrto@hotmail.com,0278073399,Mrs Jialei Ding,Chief Executive Officer,newfirstrto@hotmail.com,0278073399,,
41021,WESTERN SUBURBS STATE SPECIAL SCHOOL,Special Education Training Alliance,Current,77921672722.0,,School - Government,http://westernsuburbsspecs.eq.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/08/2014,27/08/2021,26/08/2026,"78 Glenala Road, Durack, QLD, 4077",Mrs Rachel Dougherty,rdoug61@eq.edu.au,,0737140633,Ms Kacie Howard,Public enquiries,vet@westernsuburbsspecs.eq.edu.au,0737140633,Ms Kacie Howard,Registration enquiries,vet@westernsuburbsspecs.eq.edu.au,0737140633,,
41025,IBMA Education Pty Ltd,Institute of Business and Management Australia (IBMA),Current,45169079896.0,169079896.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.ibma.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/09/2014,16/09/2019,15/09/2026,"Suite 106, Level 10, HAYMARKET, NSW, 2000",Mr Zahurul Quazi,zahurulquazi@yahoo.com.au,0402360457,0292110045,Mr Nazmul Hassan,Compliance Manager,nid@ibma.edu.au,0451714262,Mr Zahurul Quazi,Registration Contact,zahurulquazi@yahoo.com.au,0292110045,,
41026,TAFE SA,Australian Academy of Artisan Baking;Australian Arts and Design Academy;Regency International Centre;Sustainable Industries Education Centre;TAFE SA;TAFE South Australia,Current,67828419300.0,,"Technical And Further Education Institute, Skills Institute Or Polytechnic",http://www.tafesa.edu.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/09/2014,24/09/2019,22/09/2026,"120 Currie St, Level 2, ADELAIDE, SA, 5000",Adam Simon Kilvert,adam.kilvert@tafesa.edu.au,0418907276,0418907276,,,info@tafesa.edu.au,1800882661,Mr Mark Croft,"Director, RTO Quality and Compliance",TAFESARegistrations@tafesa.edu.au,0882073643,,
41028,GATEWAY COLLEGE OF TECHNOLOGY PTY LTD,Paragon Polytechnic,Current,31166806024.0,166806024.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.paragon.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/09/2014,30/09/2019,29/09/2026,"Suite 2 Level 6 234-250 Collins St, MELBOURNE, VIC, 3000",Mr Anh Khoa Pham,ceo@paragon.edu.au,,(03)70680005,Mr Anh Khoa Pham,CEO,ceo@paragon.edu.au,(03)70680005,Mr Anh Khoa Pham,CEO,ceo@paragon.edu.au,(03)70680005,,
41030,Macallan College Pty Ltd,Macallan College,Current,36165356141.0,165356141.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.macallan.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/10/2014,01/10/2019,30/09/2026,"155 Wellington Rd, EAST BRISBANE, QLD, 4169",Mrs. Debbie Phipps,deb.p@macallan.edu.au,0412093255,(07)31647058,Ms. Paige SEPPANEN,National Office Registrar,paige.s@macallan.edu.au,0731647051,Mrs. Debra Phipps,CEO,headoffice@macallan.edu.au,(07)31647058,,
